tenure,age,address,income,churn,region_Zone 2,region_Zone 3,marital_Unmarried,ed_Did not complete high school,ed_High school degree,ed_Post-undergraduate degree,ed_Some college,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_E-service,custcat_Plus service,custcat_Total service,predicted_lifetime,predicted_lifetime_capped,CLV,ID
52,23,4,33,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,79.4975684246367,79.4975684246367,2733.105564792316,210
13,55,3,250,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,69.50884072896521,69.50884072896521,2496.219098619848,211
3,33,6,64,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,35.15478986967419,35.15478986967419,1475.8611020331757,212
39,24,2,26,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,33.259866943072105,33.259866943072105,1408.7826769697087,213
28,29,4,23,0,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,33.51880914272905,33.51880914272905,1418.0237556691777,214
46,42,9,52,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,155.32015042211918,120.0,3485.0261015698643,215
62,46,27,200,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,139.46269432813037,120.0,3485.0261015698643,216
23,33,7,28,0,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,130.64124400130828,120.0,3485.0261015698643,217
23,25,5,19,1,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,29.338362299430667,29.338362299430667,1265.8825424003699,218
72,61,39,76,0,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,473.7282324843902,120.0,3485.0261015698643,219
56,60,26,70,0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,223.75074041929292,120.0,3485.0261015698643,220
8,30,1,34,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,57.84210640405646,57.84210640405646,2188.0173147771698,221
3,36,7,34,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,71.01116804343548,71.01116804343548,2533.368891088411,222
37,37,7,172,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,42.51629894764434,42.51629894764434,1724.7746651559155,223
37,53,13,48,0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,352.8037813746653,120.0,3485.0261015698643,224
6,30,9,45,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,35.793117860396336,35.793117860396336,1498.1739974744246,225
48,47,9,72,1,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,115.99736136886698,115.99736136886698,3423.470694616228,226
43,43,3,55,0,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,52.25367644945198,52.25367644945198,2027.2229682686354,227
21,29,7,40,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,13.663851886781135,13.663851886781135,635.6115977965298,228
6,33,12,26,1,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,28.0849961066403,28.0849961066403,1219.0212330748873,229
69,51,18,96,0,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,259.5794828593338,120.0,3485.0261015698643,230
22,33,9,54,0,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,90.99326051922121,90.99326051922121,2978.125877185824,231
28,40,1,47,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,130.75052655958828,120.0,3485.0261015698643,232
71,47,23,142,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,531.9072982390791,120.0,3485.0261015698643,233
7,37,5,57,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,39.0264511683214,39.0264511683214,1609.0442585657438,234
63,29,10,20,0,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,26.923537664676335,26.923537664676335,1175.0713828060655,235
53,57,25,37,0,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,535.4226565899792,120.0,3485.0261015698643,236
50,52,17,36,0,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,307.23244968908847,120.0,3485.0261015698643,237
39,31,6,24,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,140.70924540711178,120.0,3485.0261015698643,238
16,19,0,21,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,16.23643609407633,16.23643609407633,745.9137082506101,239
43,51,15,186,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,271.81755708838534,120.0,3485.0261015698643,240
44,31,12,30,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,42.22671574280457,42.22671574280457,1715.3236616284357,241
72,66,43,96,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,1566.479781800686,120.0,3485.0261015698643,242
61,76,39,15,0,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,1601.998695622972,120.0,3485.0261015698643,243
43,21,1,25,1,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,34.341239376562605,34.341239376562605,1447.2170756618648,244
24,39,11,49,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,23.436772443343934,23.436772443343934,1040.0386207966055,245
64,45,4,38,1,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,71.88592409161708,71.88592409161708,2554.745557347614,246
64,38,0,29,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,91.17405953247066,91.17405953247066,2981.7599790780687,247
24,26,7,55,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,28.35504815733667,28.35504815733667,1229.1674903932349,248
33,55,21,64,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,235.003882219443,120.0,3485.0261015698643,249
33,33,12,42,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,124.75516438111805,120.0,3485.0261015698643,250
2,40,9,134,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,22.320021042776624,22.320021042776624,995.7899568398126,251
42,48,22,82,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,225.2896005870346,120.0,3485.0261015698643,252
52,54,5,153,1,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,86.43533029157611,86.43533029157611,2884.3168163145538,253
45,66,43,144,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,695.6105281488303,120.0,3485.0261015698643,254
3,25,4,22,1,False,True,True,False,False,False,False,False,True,True,True,True,False,False,True,17.970915438426193,17.970915438426193,818.703532703352,255
37,53,16,35,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,401.1694176038637,120.0,3485.0261015698643,256
28,57,33,82,1,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,204.7165072278482,120.0,3485.0261015698643,257
40,63,9,61,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,188.73054335303297,120.0,3485.0261015698643,258
37,33,1,102,0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,33.72979906097319,33.72979906097319,1425.5359380504838,259
7,27,5,31,1,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,20.190857851845212,20.190857851845212,910.0522431003816,260
71,56,23,170,0,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,294.28053441141407,120.0,3485.0261015698643,261
19,46,11,26,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,30.32844306600404,30.32844306600404,1302.4890773356628,262
61,40,15,85,0,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,152.24769047714068,120.0,3485.0261015698643,263
70,53,16,183,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,491.59528122521414,120.0,3485.0261015698643,264
60,55,13,67,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,166.83588607399648,120.0,3485.0261015698643,265
48,45,5,42,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,81.95435419478386,81.95435419478386,2787.8498229341685,266
8,63,1,31,0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,304.9908145163366,120.0,3485.0261015698643,267
58,58,10,96,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,372.9963502160038,120.0,3485.0261015698643,268
16,24,5,24,0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,86.08851734870694,86.08851734870694,2877.003185697856,269
33,33,4,53,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,32.269193794852995,32.269193794852995,1373.2071048197092,270
39,25,4,18,0,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,54.710760172878715,54.710760172878715,2099.022504865922,271
62,51,10,43,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,97.43789199965784,97.43789199965784,3103.711320425855,272
50,34,10,104,0,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,32.366673124373726,32.366673124373726,1376.7232128160806,273
48,55,31,26,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,230.5629505837945,120.0,3485.0261015698643,274
31,62,5,56,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,140.32215429582683,120.0,3485.0261015698643,275
65,33,9,49,0,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,174.40405802307097,120.0,3485.0261015698643,276
36,58,34,80,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,816.7209429115179,120.0,3485.0261015698643,277
61,46,5,318,0,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,77.84581020431746,77.84581020431746,2695.5400698602716,278
48,42,21,35,0,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,211.89770927983724,120.0,3485.0261015698643,279
35,45,17,29,0,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,87.59572430100964,87.59572430100964,2908.604650988584,280
51,28,8,43,0,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,23.82004323955814,23.82004323955814,1055.111851133899,281
49,51,5,80,1,True,False,False,False,False,True,False,False,True,True,True,True,False,False,True,76.42909959466625,76.42909959466625,2662.8246504135504,282
35,39,11,30,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,193.38919903958796,120.0,3485.0261015698643,283
58,70,2,9,0,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,139.25566716654828,120.0,3485.0261015698643,284
23,35,0,23,0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,104.20278186019792,104.20278186019792,3227.1547229363023,285
26,39,15,58,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,99.03488254820832,99.03488254820832,3133.6063021694767,286
38,37,1,52,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,89.12471243593335,89.12471243593335,2940.182191317492,287
35,66,44,14,0,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,2147.7747473917725,120.0,3485.0261015698643,288
37,50,9,110,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,170.17408150859038,120.0,3485.0261015698643,289
48,43,1,60,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,178.93813091186408,120.0,3485.0261015698643,290
13,43,1,123,0,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,76.24530402063755,76.24530402063755,2658.5464507151987,291
72,63,29,15,0,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,1011.663859710127,120.0,3485.0261015698643,292
30,27,4,47,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,31.13882390813437,31.13882390813437,1332.1842838503628,293
24,43,14,138,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,70.29028014967513,70.29028014967513,2515.611956196047,294
25,51,20,359,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,336.71966669629,120.0,3485.0261015698643,295
50,52,30,214,0,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,147.8901838351765,120.0,3485.0261015698643,296
28,40,7,64,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,108.08493078320654,108.08493078320654,3294.331542818058,297
34,51,8,50,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,46.74827964797215,46.74827964797215,1859.8296089284595,298
48,32,2,88,0,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,21.346472696874596,21.346472696874596,956.8121744600338,299
42,36,8,86,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,186.61130625113216,120.0,3485.0261015698643,300
67,65,30,17,0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,1136.6344277364813,120.0,3485.0261015698643,301
17,41,7,25,0,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,75.68137282718226,75.68137282718226,2645.3709164611505,302
29,38,19,46,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,321.7395715894014,120.0,3485.0261015698643,303
66,61,26,361,0,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,647.5416242086172,120.0,3485.0261015698643,304
1,21,1,18,1,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,7.871155133492307,7.871155133492307,376.66033731618535,305
28,33,3,14,1,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,57.47481953157699,57.47481953157699,2177.7217683014555,306
15,35,5,34,1,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,68.25168418591782,68.25168418591782,2464.702281105059,307
12,64,13,9,0,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,145.93317014515299,120.0,3485.0261015698643,308
48,49,18,39,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,183.57699032068436,120.0,3485.0261015698643,309
59,25,4,18,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,37.59326846547471,37.59326846547471,1560.3406051758923,310
8,26,1,25,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,14.800346425975757,14.800346425975757,684.6882549353555,311
45,52,15,46,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,290.2343768454922,120.0,3485.0261015698643,312
25,39,8,94,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,208.40950182853337,120.0,3485.0261015698643,313
21,44,4,26,0,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,56.58590093628918,56.58590093628918,2152.647894869982,314
17,68,1,335,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,279.11742836666195,120.0,3485.0261015698643,315
41,45,14,25,1,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,33.23927290537429,33.23927290537429,1408.0466983296408,316
13,45,3,99,1,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,46.48109273754997,46.48109273754997,1851.4700502801602,317
1,26,3,30,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,37.36844947714389,37.36844947714389,1552.6373939915893,318
3,31,4,35,1,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,35.05877982770639,35.05877982770639,1472.4927718092256,319
23,27,2,51,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,23.367240601108705,23.367240601108705,1037.297914780364,320
26,42,20,49,1,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,66.68459498402842,66.68459498402842,2424.8594129614835,321
37,51,15,54,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,357.06168272502913,120.0,3485.0261015698643,322
5,30,3,46,1,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,33.31835663968468,33.31835663968468,1410.8721280408038,323
32,27,3,91,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,28.988507194567962,28.988507194567962,1252.8607772645585,324
12,22,1,23,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,18.926419664253494,18.926419664253494,858.269171816673,325
72,54,6,345,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,271.23082804935274,120.0,3485.0261015698643,326
3,25,2,45,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,14.889389427678811,14.889389427678811,688.5099594811023,327
54,43,12,53,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,149.5325326992291,120.0,3485.0261015698643,328
26,26,2,14,1,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,27.20568321576624,27.20568321576624,1185.7945870266917,329
14,36,13,67,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,22.86202165867781,22.86202165867781,1017.3268763413196,330
22,51,27,49,0,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,167.6578871834266,120.0,3485.0261015698643,331
65,47,18,37,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,153.9341400389749,120.0,3485.0261015698643,332
26,45,18,33,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,91.42839661508907,91.42839661508907,2986.8611584377645,333
20,37,5,46,0,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,29.1800913130486,29.1800913130486,1259.9972394407648,334
67,60,32,93,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1262.208636074071,120.0,3485.0261015698643,335
34,55,2,48,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,66.59503474189071,66.59503474189071,2422.5635431874607,336
37,54,35,183,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,939.0456848130043,120.0,3485.0261015698643,337
22,23,3,16,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,33.459967555829216,33.459967555829216,1415.9259186545296,338
5,69,0,11,0,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,102.36466845311878,102.36466845311878,3194.431332071085,339
28,31,0,42,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,89.93040788222305,89.93040788222305,2956.6296023774403,340
20,41,7,67,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.05408601448566,77.05408601448566,2677.3140269704263,341
72,41,20,181,0,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,64.27355627966969,64.27355627966969,2362.333137136503,342
30,43,18,53,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,36.648645016395506,36.648645016395506,1527.8577409040129,343
71,52,17,172,0,False,True,True,False,True,False,False,False,True,True,True,True,False,False,True,84.75450785647573,84.75450785647573,2848.63501385987,344
56,44,24,87,0,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,259.36252380983495,120.0,3485.0261015698643,345
8,29,2,21,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,39.98401899906932,39.98401899906932,1641.200244430848,346
32,65,6,9,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,137.48006313905506,120.0,3485.0261015698643,347
46,47,22,144,1,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,265.8828926686452,120.0,3485.0261015698643,348
60,45,23,117,0,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,132.45462830356772,120.0,3485.0261015698643,349
42,32,0,59,0,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,30.647651619985353,30.647651619985353,1314.2145937973792,350
71,60,39,508,0,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,1058.21249797641,120.0,3485.0261015698643,351
72,63,40,222,0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,1620.3781822723802,120.0,3485.0261015698643,352
45,66,11,87,0,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,146.808321334959,120.0,3485.0261015698643,353
5,31,4,34,1,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,42.92785955762356,42.92785955762356,1738.1598248902435,354
17,38,19,18,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,321.7395715894014,120.0,3485.0261015698643,355
70,55,12,65,0,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,146.3394100277873,120.0,3485.0261015698643,356
57,57,19,130,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,279.471957087738,120.0,3485.0261015698643,357
20,33,13,44,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,132.33718640383606,120.0,3485.0261015698643,358
72,52,21,63,0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,478.9890753903501,120.0,3485.0261015698643,359
32,50,28,57,0,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,383.9362608945131,120.0,3485.0261015698643,360
22,57,7,264,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,316.16719628625253,120.0,3485.0261015698643,361
6,24,2,28,1,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,48.404213785652715,48.404213785652715,1911.1465490535686,362
32,23,2,26,0,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,23.969275414012458,23.969275414012458,1060.9653060600892,363
38,33,3,38,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,37.21029689207252,37.21029689207252,1547.208110162983,364
53,35,15,59,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,126.64404565678076,120.0,3485.0261015698643,365
37,76,38,117,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,674.2699863938676,120.0,3485.0261015698643,366
47,35,13,70,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,59.72460790249238,59.72460790249238,2240.1997505327063,367
69,59,37,104,0,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,494.6396647797151,120.0,3485.0261015698643,368
63,56,17,71,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,131.3433142575543,120.0,3485.0261015698643,369
61,34,0,70,1,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,32.990095847993345,32.990095847993345,1399.1297805745207,370
56,38,8,56,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,85.5922674954417,85.5922674954417,2866.4942209046153,371
40,57,18,68,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,506.4038038872571,120.0,3485.0261015698643,372
61,45,21,80,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,289.99179613827016,120.0,3485.0261015698643,373
16,26,7,21,0,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,21.20107951523389,21.20107951523389,950.9586199674598,374
7,43,4,69,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,46.635860072989324,46.635860072989324,1856.3150113865,375
20,31,10,39,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,60.62592595595921,60.62592595595921,2264.840120851057,376
35,38,7,90,0,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,53.09111607269343,53.09111607269343,2051.8916064746613,377
60,37,12,64,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,229.78618913540708,120.0,3485.0261015698643,378
47,25,2,28,0,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,38.23055612681273,38.23055612681273,1582.083242399699,379
33,28,3,24,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40.224573981321655,40.224573981321655,1649.230258945468,380
12,34,2,44,0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,30.73158158938845,30.73158158938845,1317.2914223607406,381
10,31,0,32,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,30.40060127898023,30.40060127898023,1305.1429302818758,382
69,33,9,52,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,142.3235272122406,120.0,3485.0261015698643,383
23,20,1,15,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,49.044703371080374,49.044703371080374,1930.7694736617564,384
53,31,10,46,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,46.65134067303807,46.65134067303807,1856.7992181873626,385
60,57,14,107,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,426.68185741949446,120.0,3485.0261015698643,386
33,33,7,56,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,36.69295615479762,36.69295615479762,1529.3883073942193,387
67,40,21,40,0,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,101.1357756200281,101.1357756200281,3172.217499150813,388
15,38,5,56,0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,144.16168630494838,120.0,3485.0261015698643,389
64,31,5,46,0,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,37.05509940323184,37.05509940323184,1541.8719606364355,390
46,49,13,51,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,133.7612587628025,120.0,3485.0261015698643,391
72,60,33,12,0,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,818.4340945415586,120.0,3485.0261015698643,392
61,43,6,34,1,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,59.417098272611405,59.417098272611405,2231.7423189528267,393
54,27,3,27,0,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,18.53354001889703,18.53354001889703,842.0462868901628,394
28,36,3,42,0,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,33.91273453325323,33.91273453325323,1432.0365041111443,395
28,38,8,119,1,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,34.425037406102604,34.425037406102604,1450.1782157385362,396
32,43,13,146,0,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,156.07519448670527,120.0,3485.0261015698643,397
52,46,17,51,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,253.5047592750454,120.0,3485.0261015698643,398
48,62,33,86,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,465.4528774674035,120.0,3485.0261015698643,399
52,42,17,27,0,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,120.49364565627485,120.0,3485.0261015698643,400
37,43,8,38,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,154.39128947145812,120.0,3485.0261015698643,401
41,52,26,928,0,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,238.64727250442428,120.0,3485.0261015698643,402
43,27,3,21,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,108.14545875129969,108.14545875129969,3295.3585121136525,403
67,60,24,24,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,294.1071510838575,120.0,3485.0261015698643,404
61,52,30,91,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,309.3707387012828,120.0,3485.0261015698643,405
70,39,20,38,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,284.3256068810066,120.0,3485.0261015698643,406
44,32,1,96,0,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,31.988612115406653,31.988612115406653,1363.067384448663,407
46,45,12,96,0,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,85.10697328177228,85.10697328177228,2856.1669528679568,408
39,34,2,54,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,30.73158158938845,30.73158158938845,1317.2914223607406,409
39,59,20,1668,0,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,126.2881775092784,120.0,3485.0261015698643,410
50,29,10,53,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,97.5969849889576,97.5969849889576,3106.7108234991715,411
5,31,1,21,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,26.363748104371286,26.363748104371286,1153.7067347831107,412
10,34,1,52,1,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,35.43724340229689,35.43724340229689,1485.7518104453354,413
72,69,45,17,0,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,1961.4575173905641,120.0,3485.0261015698643,414
68,60,40,262,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,927.6183969617784,120.0,3485.0261015698643,415
58,28,5,34,0,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,21.21294416559065,21.21294416559065,951.4366102256765,416
18,44,10,107,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,97.85202614506247,97.85202614506247,3111.5094151546564,417
65,45,25,67,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,439.3049307851397,120.0,3485.0261015698643,418
8,45,1,37,1,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,53.135527261753346,53.135527261753346,2053.1941055230295,419
1,20,1,21,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,11.060874146304815,11.060874146304815,521.0951870192421,420
42,58,7,22,0,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,256.9936614111369,120.0,3485.0261015698643,421
